Site,Date,Analyte,Result
SWB,2019-01-25,Dissolved Oxygen,9.51
SWB,2019-01-25,Dissolved Oxygen Saturation,99.6
SWB,2019-01-25,pH,7.54
SWB,2019-01-25,Specific Conductance,589
SWB,2019-01-25,"Temperature, Water",17.5
SWB,2019-01-25,Turbidity,2.2
SWB,2019-02-06,Dissolved Oxygen,8.74
SWB,2019-02-06,Dissolved Oxygen Saturation,97.4
SWB,2019-02-06,pH,7.35
SWB,2019-02-06,Specific Conductance,580
SWB,2019-02-06,"Temperature, Water",20.6
SWB,2019-02-06,Turbidity,3.92
SWB,2019-02-20,Dissolved Oxygen,8.66
SWB,2019-02-20,Dissolved Oxygen Saturation,99.8
SWB,2019-02-20,pH,7.44
SWB,2019-02-20,Specific Conductance,646
SWB,2019-02-20,"Temperature, Water",22.2
SWB,2019-02-20,Turbidity,1.05
SWB,2019-03-22,Dissolved Oxygen,8.99
SWB,2019-03-22,Dissolved Oxygen Saturation,98.6
SWB,2019-03-22,pH,7.53
SWB,2019-03-22,Specific Conductance,756
SWB,2019-03-22,"Temperature, Water",19.7
SWB,2019-03-22,Turbidity,0.78
SWB,2019-04-03,Dissolved Oxygen,8.72
SWB,2019-04-03,Dissolved Oxygen Saturation,96.9
SWB,2019-04-03,pH,7.44
SWB,2019-04-03,Specific Conductance,639
SWB,2019-04-03,"Temperature, Water",20.4
SWB,2019-04-03,Turbidity,0.64
SWB,2019-04-24,Dissolved Oxygen,7.5
SWB,2019-04-24,Dissolved Oxygen Saturation,88.1
SWB,2019-04-24,pH,7.52
SWB,2019-04-24,Specific Conductance,814
SWB,2019-04-24,"Temperature, Water",23.3
SWB,2019-04-24,Turbidity,0.41
SWB,2019-05-07,Dissolved Oxygen,7.13
SWB,2019-05-07,Dissolved Oxygen Saturation,88.2
SWB,2019-05-07,pH,7.61
SWB,2019-05-07,Specific Conductance,673
SWB,2019-05-07,"Temperature, Water",26.1
SWB,2019-05-07,Turbidity,1.09
SWB,2019-05-24,Dissolved Oxygen,6.12
SWB,2019-05-24,Dissolved Oxygen Saturation,74.4
SWB,2019-05-24,pH,7.29
SWB,2019-05-24,Specific Conductance,787
SWB,2019-05-24,"Temperature, Water",25.1
SWB,2019-05-24,Turbidity,0.34
SWB,2019-06-06,Dissolved Oxygen,6.77
SWB,2019-06-06,Dissolved Oxygen Saturation,86.1
SWB,2019-06-06,pH,7.45
SWB,2019-06-06,Specific Conductance,693
SWB,2019-06-06,"Temperature, Water",27.6
SWB,2019-06-06,Turbidity,0.39
SWB,2019-06-18,Dissolved Oxygen,7.3
SWB,2019-06-18,Dissolved Oxygen Saturation,92.5
SWB,2019-06-18,pH,7.57
SWB,2019-06-18,Specific Conductance,298.4
SWB,2019-06-18,"Temperature, Water",27.5
SWB,2019-06-18,Turbidity,17.08
SWB,2019-07-09,Dissolved Oxygen,7.05
SWB,2019-07-09,Dissolved Oxygen Saturation,89.4
SWB,2019-07-09,pH,7.54
SWB,2019-07-09,Specific Conductance,725
SWB,2019-07-09,"Temperature, Water",24.7
SWB,2019-07-09,Turbidity,0.42
SWB,2019-07-29,Dissolved Oxygen,7.6
SWB,2019-07-29,Dissolved Oxygen Saturation,97.6
SWB,2019-07-29,pH,7.49
SWB,2019-07-29,Specific Conductance,582
SWB,2019-07-29,"Temperature, Water",27
SWB,2019-07-29,Turbidity,3.47
SWB,2019-08-14,Dissolved Oxygen,7.22
SWB,2019-08-14,Dissolved Oxygen Saturation,94.2
SWB,2019-08-14,pH,7.76
SWB,2019-08-14,Specific Conductance,817
SWB,2019-08-14,"Temperature, Water",29.1
SWB,2019-08-14,Turbidity,0.66
SWB,2019-08-28,Dissolved Oxygen,7.83
SWB,2019-08-28,Dissolved Oxygen Saturation,98.5
SWB,2019-08-28,pH,7.47
SWB,2019-08-28,Specific Conductance,439.3
SWB,2019-08-28,"Temperature, Water",27
SWB,2019-08-28,Turbidity,3.36
SWB,2019-09-11,Dissolved Oxygen,7.3
SWB,2019-09-11,Dissolved Oxygen Saturation,92.3
SWB,2019-09-11,pH,7.53
SWB,2019-09-11,Specific Conductance,833
SWB,2019-09-11,"Temperature, Water",27.3
SWB,2019-09-11,Turbidity,0.68
SWB,2019-09-25,Dissolved Oxygen,7.18
SWB,2019-09-25,Dissolved Oxygen Saturation,88.1
SWB,2019-09-25,pH,7.54
SWB,2019-09-25,Specific Conductance,757
SWB,2019-09-25,"Temperature, Water",25.6
SWB,2019-09-25,Turbidity,2.6
SWB,2019-10-09,Dissolved Oxygen,7.39
SWB,2019-10-09,Dissolved Oxygen Saturation,91
SWB,2019-10-09,pH,7.39
SWB,2019-10-09,Specific Conductance,781
SWB,2019-10-09,"Temperature, Water",25.8
SWB,2019-10-09,Turbidity,1.39
SWB,2019-10-23,Dissolved Oxygen,0.01
SWB,2019-10-23,Dissolved Oxygen Saturation,1.2
SWB,2019-10-23,pH,6.48
SWB,2019-10-23,Specific Conductance,816
SWB,2019-10-23,"Temperature, Water",24.1
SWB,2019-10-23,Turbidity,1.73
SWB,2019-11-06,Dissolved Oxygen,7.63
SWB,2019-11-06,Dissolved Oxygen Saturation,91.7
SWB,2019-11-06,pH,7.52
SWB,2019-11-06,Specific Conductance,800
SWB,2019-11-06,"Temperature, Water",24.5
SWB,2019-11-06,Turbidity,0.5
SWB,2019-11-20,Dissolved Oxygen,8.65
SWB,2019-11-20,Dissolved Oxygen Saturation,93.7
SWB,2019-11-20,pH,7.56
SWB,2019-11-20,Specific Conductance,837
SWB,2019-11-20,"Temperature, Water",19.1
SWB,2019-11-20,Turbidity,0.72
SWB,2019-12-17,Dissolved Oxygen,7.93
SWB,2019-12-17,Dissolved Oxygen Saturation,90.1
SWB,2019-12-17,pH,7.35
SWB,2019-12-17,Specific Conductance,704
SWB,2019-12-17,"Temperature, Water",21.6
SWB,2019-12-17,Turbidity,0.71
SWB,2020-01-10,Dissolved Oxygen,8.84
SWB,2020-01-10,Dissolved Oxygen Saturation,98
SWB,2020-01-10,pH,7.6
SWB,2020-01-10,Specific Conductance,661
SWB,2020-01-10,"Temperature, Water",20.3
SWB,2020-01-10,Turbidity,0.65
SWB,2020-02-12,Dissolved Oxygen,8.7
SWB,2020-02-12,Dissolved Oxygen Saturation,94.9
SWB,2020-02-12,pH,7.63
SWB,2020-02-12,Specific Conductance,700
SWB,2020-02-12,"Temperature, Water",22.7
SWB,2020-02-12,Turbidity,0.58
SWB,2020-02-28,Dissolved Oxygen,9.13
SWB,2020-02-28,Dissolved Oxygen Saturation,95.7
SWB,2020-02-28,pH,7.6
SWB,2020-02-28,Specific Conductance,713
SWB,2020-02-28,"Temperature, Water",17.5
SWB,2020-02-28,Turbidity,1.01
SWB,2020-03-12,Dissolved Oxygen,8.32
SWB,2020-03-12,Dissolved Oxygen Saturation,95.3
SWB,2020-03-12,pH,7.43
SWB,2020-03-12,Specific Conductance,738
SWB,2020-03-12,"Temperature, Water",22
SWB,2020-03-12,Turbidity,0.59
SWB,2020-05-12,Dissolved Oxygen,7.54
SWB,2020-05-12,Dissolved Oxygen Saturation,89.1
SWB,2020-05-12,pH,7.42
SWB,2020-05-12,Specific Conductance,768
SWB,2020-05-12,"Temperature, Water",23.6
SWB,2020-05-12,Turbidity,0.75
SWB,2020-06-26,Dissolved Oxygen,7.5
SWB,2020-06-26,Dissolved Oxygen Saturation,95.2
SWB,2020-06-26,pH,7.64
SWB,2020-06-26,Specific Conductance,587
SWB,2020-06-26,"Temperature, Water",27.4
SWB,2020-06-26,Turbidity,
SWB,2020-07-16,Dissolved Oxygen,7.68
SWB,2020-07-16,Dissolved Oxygen Saturation,95.1
SWB,2020-07-16,pH,7.72
SWB,2020-07-16,Specific Conductance,451.2
SWB,2020-07-16,"Temperature, Water",26.2
SWB,2020-07-16,Turbidity,6.07
SWB,2020-07-28,Dissolved Oxygen,7.27
SWB,2020-07-28,Dissolved Oxygen Saturation,89.7
SWB,2020-07-28,pH,7.71
SWB,2020-07-28,Specific Conductance,692
SWB,2020-07-28,"Temperature, Water",25.9
SWB,2020-07-28,Turbidity,0.78
SWB,2020-08-14,Dissolved Oxygen,7.29
SWB,2020-08-14,Dissolved Oxygen Saturation,89.3
SWB,2020-08-14,pH,7.52
SWB,2020-08-14,Specific Conductance,801
SWB,2020-08-14,"Temperature, Water",25.5
SWB,2020-08-14,Turbidity,0.37
SWB,2020-08-24,Dissolved Oxygen,7.77
SWB,2020-08-24,Dissolved Oxygen Saturation,95.5
SWB,2020-08-24,pH,7.64
SWB,2020-08-24,Specific Conductance,596
SWB,2020-08-24,"Temperature, Water",25.7
SWB,2020-08-24,Turbidity,0.81
SWB,2020-09-10,Dissolved Oxygen,8.24
SWB,2020-09-10,Dissolved Oxygen Saturation,97.4
SWB,2020-09-10,pH,7.59
SWB,2020-09-10,Specific Conductance,462.2
SWB,2020-09-10,"Temperature, Water",23.6
SWB,2020-09-10,Turbidity,1.17
SWB,2020-09-24,Dissolved Oxygen,8.12
SWB,2020-09-24,Dissolved Oxygen Saturation,90.3
SWB,2020-09-24,pH,7.59
SWB,2020-09-24,Specific Conductance,679
SWB,2020-09-24,"Temperature, Water",20.4
SWB,2020-09-24,Turbidity,0.67
SWB,2020-10-08,Dissolved Oxygen,8.01
SWB,2020-10-08,Dissolved Oxygen Saturation,89.4
SWB,2020-10-08,pH,7.68
SWB,2020-10-08,Specific Conductance,646
SWB,2020-10-08,"Temperature, Water",20.6
SWB,2020-10-08,Turbidity,0.59
SWB,2020-10-22,Dissolved Oxygen,8.44
SWB,2020-10-22,Dissolved Oxygen Saturation,91.5
SWB,2020-10-22,pH,7.54
SWB,2020-10-22,Specific Conductance,555
SWB,2020-10-22,"Temperature, Water",19
SWB,2020-10-22,Turbidity,1.73
SWBUP,2019-04-24,Dissolved Oxygen,8.19
SWBUP,2019-04-24,Dissolved Oxygen Saturation,94.5
SWBUP,2019-04-24,pH,7.72
SWBUP,2019-04-24,Specific Conductance,352.1
SWBUP,2019-04-24,"Temperature, Water",22.4
SWBUP,2019-04-24,Turbidity,0.51
SWBUP,2019-05-07,Dissolved Oxygen,9.31
SWBUP,2019-05-07,Dissolved Oxygen Saturation,117
SWBUP,2019-05-07,pH,8.28
SWBUP,2019-05-07,Specific Conductance,293
SWBUP,2019-05-07,"Temperature, Water",27
SWBUP,2019-05-07,Turbidity,1.51
SWBUP,2019-05-24,Dissolved Oxygen,7.49
SWBUP,2019-05-24,Dissolved Oxygen Saturation,87.4
SWBUP,2019-05-24,pH,7.6
SWBUP,2019-05-24,Specific Conductance,362.5
SWBUP,2019-05-24,"Temperature, Water",23
SWBUP,2019-05-24,Turbidity,0.9
SWBUP,2019-06-06,Dissolved Oxygen,6.86
SWBUP,2019-06-06,Dissolved Oxygen Saturation,85.3
SWBUP,2019-06-06,pH,7.7
SWBUP,2019-06-06,Specific Conductance,305.1
SWBUP,2019-06-06,"Temperature, Water",26.4
SWBUP,2019-06-06,Turbidity,1.3
SWBUP,2019-06-18,Dissolved Oxygen,7.1
SWBUP,2019-06-18,Dissolved Oxygen Saturation,89.3
SWBUP,2019-06-18,pH,7.66
SWBUP,2019-06-18,Specific Conductance,208.05
SWBUP,2019-06-18,"Temperature, Water",27.1
SWBUP,2019-06-18,Turbidity,11.25
SWBUP,2019-07-09,Dissolved Oxygen,7.38
SWBUP,2019-07-09,Dissolved Oxygen Saturation,92.8
SWBUP,2019-07-09,pH,7.76
SWBUP,2019-07-09,Specific Conductance,609
SWBUP,2019-07-09,"Temperature, Water",27
SWBUP,2019-07-09,Turbidity,0.41
SWBUP,2019-07-29,Dissolved Oxygen,7.41
SWBUP,2019-07-29,Dissolved Oxygen Saturation,91.6
SWBUP,2019-07-29,pH,7.23
SWBUP,2019-07-29,Specific Conductance,423.1
SWBUP,2019-07-29,"Temperature, Water",26.1
SWBUP,2019-07-29,Turbidity,2.23
SWBUP,2019-08-14,Dissolved Oxygen,7.25
SWBUP,2019-08-14,Dissolved Oxygen Saturation,95.9
SWBUP,2019-08-14,pH,7.75
SWBUP,2019-08-14,Specific Conductance,528
SWBUP,2019-08-14,"Temperature, Water",29.9
SWBUP,2019-08-14,Turbidity,0.82
SWBUP,2019-08-28,Dissolved Oxygen,7.41
SWBUP,2019-08-28,Dissolved Oxygen Saturation,91.5
SWBUP,2019-08-28,pH,7.43
SWBUP,2019-08-28,Specific Conductance,384.8
SWBUP,2019-08-28,"Temperature, Water",26.1
SWBUP,2019-08-28,Turbidity,2.8
SWBUP,2019-09-11,Dissolved Oxygen,7.67
SWBUP,2019-09-11,Dissolved Oxygen Saturation,95.4
SWBUP,2019-09-11,pH,7.68
SWBUP,2019-09-11,Specific Conductance,540
SWBUP,2019-09-11,"Temperature, Water",26.4
SWBUP,2019-09-11,Turbidity,0.7
SWBUP,2019-09-25,Dissolved Oxygen,7.22
SWBUP,2019-09-25,Dissolved Oxygen Saturation,85.9
SWBUP,2019-09-25,pH,7.66
SWBUP,2019-09-25,Specific Conductance,650
SWBUP,2019-09-25,"Temperature, Water",24
SWBUP,2019-09-25,Turbidity,2.11
SWBUP,2019-10-09,Dissolved Oxygen,7.45
SWBUP,2019-10-09,Dissolved Oxygen Saturation,89.3
SWBUP,2019-10-09,pH,7.61
SWBUP,2019-10-09,Specific Conductance,608
SWBUP,2019-10-09,"Temperature, Water",24.4
SWBUP,2019-10-09,Turbidity,0.63
SWBUP,2019-10-23,Dissolved Oxygen,8.06
SWBUP,2019-10-23,Dissolved Oxygen Saturation,89.9
SWBUP,2019-10-23,pH,7.43
SWBUP,2019-10-23,Specific Conductance,509
SWBUP,2019-10-23,"Temperature, Water",20.6
SWBUP,2019-10-23,Turbidity,0.95
SWBUP,2019-11-06,Dissolved Oxygen,7.68
SWBUP,2019-11-06,Dissolved Oxygen Saturation,89.4
SWBUP,2019-11-06,pH,7.65
SWBUP,2019-11-06,Specific Conductance,716
SWBUP,2019-11-06,"Temperature, Water",22.8
SWBUP,2019-11-06,Turbidity,2.08
SWBUP,2019-11-20,Dissolved Oxygen,9.56
SWBUP,2019-11-20,Dissolved Oxygen Saturation,94.3
SWBUP,2019-11-20,pH,7.63
SWBUP,2019-11-20,Specific Conductance,658
SWBUP,2019-11-20,"Temperature, Water",14.7
SWBUP,2019-11-20,Turbidity,0.66
SWBUP,2019-12-17,Dissolved Oxygen,8.33
SWBUP,2019-12-17,Dissolved Oxygen Saturation,92
SWBUP,2019-12-17,pH,7.42
SWBUP,2019-12-17,Specific Conductance,336.8
SWBUP,2019-12-17,"Temperature, Water",20.1
SWBUP,2019-12-17,Turbidity,0.59
SWBUP,2020-01-10,Dissolved Oxygen,9.47
SWBUP,2020-01-10,Dissolved Oxygen Saturation,103.9
SWBUP,2020-01-10,pH,7.78
SWBUP,2020-01-10,Specific Conductance,495
SWBUP,2020-01-10,"Temperature, Water",19.5
SWBUP,2020-01-10,Turbidity,1.12
SWBUP,2020-02-12,Dissolved Oxygen,8.88
SWBUP,2020-02-12,Dissolved Oxygen Saturation,102.3
SWBUP,2020-02-12,pH,7.98
SWBUP,2020-02-12,Specific Conductance,361.6
SWBUP,2020-02-12,"Temperature, Water",22.4
SWBUP,2020-02-12,Turbidity,1.26
SWBUP,2020-02-28,Dissolved Oxygen,9.67
SWBUP,2020-02-28,Dissolved Oxygen Saturation,93.5
SWBUP,2020-02-28,pH,7.73
SWBUP,2020-02-28,Specific Conductance,511
SWBUP,2020-02-28,"Temperature, Water",13.7
SWBUP,2020-02-28,Turbidity,2.68
SWBUP,2020-03-12,Dissolved Oxygen,9.35
SWBUP,2020-03-12,Dissolved Oxygen Saturation,106
SWBUP,2020-03-12,pH,7.95
SWBUP,2020-03-12,Specific Conductance,676
SWBUP,2020-03-12,"Temperature, Water",21.4
SWBUP,2020-03-12,Turbidity,0.88
SWBUP,2020-05-12,Dissolved Oxygen,8.62
SWBUP,2020-05-12,Dissolved Oxygen Saturation,96.5
SWBUP,2020-05-12,pH,7.86
SWBUP,2020-05-12,Specific Conductance,312.7
SWBUP,2020-05-12,"Temperature, Water",20.8
SWBUP,2020-05-12,Turbidity,0.42
SWBUP,2020-06-26,Dissolved Oxygen,8.1
SWBUP,2020-06-26,Dissolved Oxygen Saturation,102.9
SWBUP,2020-06-26,pH,8.03
SWBUP,2020-06-26,Specific Conductance,545
SWBUP,2020-06-26,"Temperature, Water",27.6
SWBUP,2020-06-26,Turbidity,
SWBUP,2020-07-16,Dissolved Oxygen,7.37
SWBUP,2020-07-16,Dissolved Oxygen Saturation,89.9
SWBUP,2020-07-16,pH,7.69
SWBUP,2020-07-16,Specific Conductance,330.1
SWBUP,2020-07-16,"Temperature, Water",25.4
SWBUP,2020-07-16,Turbidity,8.5
SWBUP,2020-07-28,Dissolved Oxygen,7.23
SWBUP,2020-07-28,Dissolved Oxygen Saturation,88.3
SWBUP,2020-07-28,pH,7.8
SWBUP,2020-07-28,Specific Conductance,636
SWBUP,2020-07-28,"Temperature, Water",25.4
SWBUP,2020-07-28,Turbidity,2.65
SWBUP,2020-08-14,Dissolved Oxygen,7.13
SWBUP,2020-08-14,Dissolved Oxygen Saturation,85.7
SWBUP,2020-08-14,pH,7.76
SWBUP,2020-08-14,Specific Conductance,640
SWBUP,2020-08-14,"Temperature, Water",24.6
SWBUP,2020-08-14,Turbidity,1.54
SWBUP,2020-08-24,Dissolved Oxygen,7.59
SWBUP,2020-08-24,Dissolved Oxygen Saturation,93
SWBUP,2020-08-24,pH,7.73
SWBUP,2020-08-24,Specific Conductance,524
SWBUP,2020-08-24,"Temperature, Water",25.6
SWBUP,2020-08-24,Turbidity,0.96
SWBUP,2020-09-10,Dissolved Oxygen,7.87
SWBUP,2020-09-10,Dissolved Oxygen Saturation,91.8
SWBUP,2020-09-10,pH,7.68
SWBUP,2020-09-10,Specific Conductance,3.82
SWBUP,2020-09-10,"Temperature, Water",23
SWBUP,2020-09-10,Turbidity,1.91
SWBUP,2020-09-24,Dissolved Oxygen,8.12
SWBUP,2020-09-24,Dissolved Oxygen Saturation,88.2
SWBUP,2020-09-24,pH,7.68
SWBUP,2020-09-24,Specific Conductance,524
SWBUP,2020-09-24,"Temperature, Water",19.2
SWBUP,2020-09-24,Turbidity,1.47
SWBUP,2020-10-08,Dissolved Oxygen,7.68
SWBUP,2020-10-08,Dissolved Oxygen Saturation,84.5
SWBUP,2020-10-08,pH,7.74
SWBUP,2020-10-08,Specific Conductance,586
SWBUP,2020-10-08,"Temperature, Water",19.9
SWBUP,2020-10-08,Turbidity,1.21
SWBUP,2020-10-22,Dissolved Oxygen,7.67
SWBUP,2020-10-22,Dissolved Oxygen Saturation,82
SWBUP,2020-10-22,pH,7.64
SWBUP,2020-10-22,Specific Conductance,399.6
SWBUP,2020-10-22,"Temperature, Water",18.2
SWBUP,2020-10-22,Turbidity,4.19
TUM441,2018-09-14,Dissolved Oxygen,10.45
TUM441,2018-09-14,Dissolved Oxygen Saturation,131.4
TUM441,2018-09-14,pH,8.58
TUM441,2018-09-14,"Temperature, Water",27.1
TUM441,2018-09-14,Turbidity,1
TUM441,2018-10-18,Dissolved Oxygen,9.79
TUM441,2018-10-18,Dissolved Oxygen Saturation,120.4
TUM441,2018-10-18,pH,8.43
TUM441,2018-10-18,Specific Conductance,405.8
TUM441,2018-10-18,"Temperature, Water",25.9
TUM441,2018-10-31,Dissolved Oxygen,11.69
TUM441,2018-10-31,Dissolved Oxygen Saturation,137
TUM441,2018-10-31,pH,8.71
TUM441,2018-10-31,Specific Conductance,407.4
TUM441,2018-10-31,"Temperature, Water",23.3
TUM441,2018-10-31,Turbidity,0.7
TUM441,2018-11-08,Dissolved Oxygen,10.91
TUM441,2018-11-08,Dissolved Oxygen Saturation,133.7
TUM441,2018-11-08,pH,8.79
TUM441,2018-11-08,Specific Conductance,395.4
TUM441,2018-11-08,"Temperature, Water",25.7
TUM441,2018-11-08,Turbidity,-2.73
TUM441,2018-11-13,Dissolved Oxygen,10.67
TUM441,2018-11-13,Dissolved Oxygen Saturation,129.5
TUM441,2018-11-13,pH,8.65
TUM441,2018-11-13,Specific Conductance,394.1
TUM441,2018-11-13,"Temperature, Water",25.1
TUM441,2018-11-13,Turbidity,0.37
TUM441,2018-11-29,Dissolved Oxygen,11.96
TUM441,2018-11-29,Dissolved Oxygen Saturation,117.5
TUM441,2018-11-29,pH,8.46
TUM441,2018-11-29,Specific Conductance,380.7
TUM441,2018-11-29,"Temperature, Water",14.5
TUM441,2018-11-29,Turbidity,0.64
TUM441,2018-12-05,Dissolved Oxygen,11.3
TUM441,2018-12-05,Dissolved Oxygen Saturation,115.5
TUM441,2018-12-05,pH,8.38
TUM441,2018-12-05,Specific Conductance,351.8
TUM441,2018-12-05,"Temperature, Water",16.4
TUM441,2018-12-05,Turbidity,0.79
TUM441,2018-12-20,Dissolved Oxygen,9.33
TUM441,2018-12-20,Dissolved Oxygen Saturation,97.4
TUM441,2018-12-20,pH,7.91
TUM441,2018-12-20,Specific Conductance,71.1
TUM441,2018-12-20,"Temperature, Water",17.4
TUM441,2018-12-20,Turbidity,19.65
TUM441,2019-01-04,Dissolved Oxygen,10.05
TUM441,2019-01-04,Dissolved Oxygen Saturation,114.8
TUM441,2019-01-04,pH,8.16
TUM441,2019-01-04,Specific Conductance,395.7
TUM441,2019-01-04,"Temperature, Water",21.9
TUM441,2019-01-04,Turbidity,4.85
TUM441,2019-01-18,Dissolved Oxygen,13.57
TUM441,2019-01-18,Dissolved Oxygen Saturation,139.5
TUM441,2019-01-18,pH,8.62
TUM441,2019-01-18,Specific Conductance,390.2
TUM441,2019-01-18,"Temperature, Water",16.7
TUM441,2019-01-18,Turbidity,0.75
TUM441,2019-01-25,Dissolved Oxygen,10.75
TUM441,2019-01-25,Dissolved Oxygen Saturation,107.3
TUM441,2019-01-25,pH,8.03
TUM441,2019-01-25,Specific Conductance,271.6
TUM441,2019-01-25,"Temperature, Water",15.2
TUM441,2019-01-25,Turbidity,3.37
TUM441,2019-02-06,Dissolved Oxygen,12.63
TUM441,2019-02-06,Dissolved Oxygen Saturation,138.9
TUM441,2019-02-06,pH,8.54
TUM441,2019-02-06,Specific Conductance,374.1
TUM441,2019-02-06,"Temperature, Water",20
TUM441,2019-02-06,Turbidity,0.89
TUM441,2019-02-20,Dissolved Oxygen,9.63
TUM441,2019-02-20,Dissolved Oxygen Saturation,109.2
TUM441,2019-02-20,pH,8.11
TUM441,2019-02-20,Specific Conductance,397.8
TUM441,2019-02-20,"Temperature, Water",21.7
TUM441,2019-02-20,Turbidity,0.92
TUM441,2019-03-22,Dissolved Oxygen,12.23
TUM441,2019-03-22,Dissolved Oxygen Saturation,133.9
TUM441,2019-03-22,pH,8.47
TUM441,2019-03-22,Specific Conductance,393.8
TUM441,2019-03-22,"Temperature, Water",19.7
TUM441,2019-03-22,Turbidity,1.5
TUM441,2019-04-03,Dissolved Oxygen,10.52
TUM441,2019-04-03,Dissolved Oxygen Saturation,115.1
TUM441,2019-04-03,pH,8.09
TUM441,2019-04-03,Specific Conductance,331.8
TUM441,2019-04-03,"Temperature, Water",19.6
TUM441,2019-04-03,Turbidity,0.94
TUM441,2019-04-24,Dissolved Oxygen,11.26
TUM441,2019-04-24,Dissolved Oxygen Saturation,133.4
TUM441,2019-04-24,pH,8.6
TUM441,2019-04-24,Specific Conductance,426.1
TUM441,2019-04-24,"Temperature, Water",24
TUM441,2019-04-24,Turbidity,0.25
TUM441,2019-05-07,Dissolved Oxygen,9.31
TUM441,2019-05-07,Dissolved Oxygen Saturation,117
TUM441,2019-05-07,pH,8.28
TUM441,2019-05-07,Specific Conductance,293
TUM441,2019-05-07,"Temperature, Water",27
TUM441,2019-05-07,Turbidity,1.51
TUM441,2019-05-24,Dissolved Oxygen,10.87
TUM441,2019-05-24,Dissolved Oxygen Saturation,128.3
TUM441,2019-05-24,pH,8.28
TUM441,2019-05-24,Specific Conductance,490.2
TUM441,2019-05-24,"Temperature, Water",23.6
TUM441,2019-05-24,Turbidity,0.73
TUM441,2019-06-06,Dissolved Oxygen,9.53
TUM441,2019-06-06,Dissolved Oxygen Saturation,121.2
TUM441,2019-06-06,pH,8.39
TUM441,2019-06-06,Specific Conductance,311.2
TUM441,2019-06-06,"Temperature, Water",27.7
TUM441,2019-06-06,Turbidity,10.8
TUM441,2019-06-18,Dissolved Oxygen,7.53
TUM441,2019-06-18,Dissolved Oxygen Saturation,95.7
TUM441,2019-06-18,pH,7.65
TUM441,2019-06-18,Specific Conductance,149.3
TUM441,2019-06-18,"Temperature, Water",27.6
TUM441,2019-06-18,Turbidity,7.95
TUM441,2019-07-09,Dissolved Oxygen,9.74
TUM441,2019-07-09,Dissolved Oxygen Saturation,121.8
TUM441,2019-07-09,pH,8.14
TUM441,2019-07-09,Specific Conductance,395.6
TUM441,2019-07-09,"Temperature, Water",26.8
TUM441,2019-07-09,Turbidity,1.08
TUM441,2019-07-29,Dissolved Oxygen,9.18
TUM441,2019-07-29,Dissolved Oxygen Saturation,116.6
TUM441,2019-07-29,pH,8.01
TUM441,2019-07-29,Specific Conductance,266.4
TUM441,2019-07-29,"Temperature, Water",27.7
TUM441,2019-07-29,Turbidity,5.96
TUM441,2019-08-14,Dissolved Oxygen,9.5
TUM441,2019-08-14,Dissolved Oxygen Saturation,123.6
TUM441,2019-08-14,pH,8.04
TUM441,2019-08-14,Specific Conductance,376.2
TUM441,2019-08-14,"Temperature, Water",29
TUM441,2019-08-14,Turbidity,0.94
TUM441,2019-08-28,Dissolved Oxygen,7.78
TUM441,2019-08-28,Dissolved Oxygen Saturation,96.8
TUM441,2019-08-28,pH,7.71
TUM441,2019-08-28,Specific Conductance,271.1
TUM441,2019-08-28,"Temperature, Water",26.5
TUM441,2019-08-28,Turbidity,4.32
TUM441,2019-09-11,Dissolved Oxygen,10.14
TUM441,2019-09-11,Dissolved Oxygen Saturation,129.6
TUM441,2019-09-11,pH,8.25
TUM441,2019-09-11,Specific Conductance,389.5
TUM441,2019-09-11,"Temperature, Water",28
TUM441,2019-09-11,Turbidity,0.88
TUM441,2019-09-25,Dissolved Oxygen,7.7
TUM441,2019-09-25,Dissolved Oxygen Saturation,91.1
TUM441,2019-09-25,pH,7.74
TUM441,2019-09-25,Specific Conductance,397.4
TUM441,2019-09-25,"Temperature, Water",23.8
TUM441,2019-09-25,Turbidity,0.7
TUM441,2019-10-09,Dissolved Oxygen,8.02
TUM441,2019-10-09,Dissolved Oxygen Saturation,95.9
TUM441,2019-10-09,pH,7.67
TUM441,2019-10-09,Specific Conductance,276.8
TUM441,2019-10-09,"Temperature, Water",24.4
TUM441,2019-10-09,Turbidity,2.32
TUM441,2019-10-23,Dissolved Oxygen,8.08
TUM441,2019-10-23,Dissolved Oxygen Saturation,89.9
TUM441,2019-10-23,pH,7.59
TUM441,2019-10-23,Specific Conductance,249.2
TUM441,2019-10-23,"Temperature, Water",20.6
TUM441,2019-10-23,Turbidity,2.07
TUM441,2019-11-06,Dissolved Oxygen,10.71
TUM441,2019-11-06,Dissolved Oxygen Saturation,122.4
TUM441,2019-11-06,pH,7.96
TUM441,2019-11-06,Specific Conductance,405.5
TUM441,2019-11-06,"Temperature, Water",21.9
TUM441,2019-11-06,Turbidity,0.75
TUM441,2019-11-20,Dissolved Oxygen,10.51
TUM441,2019-11-20,Dissolved Oxygen Saturation,101
TUM441,2019-11-20,pH,7.74
TUM441,2019-11-20,Specific Conductance,407.3
TUM441,2019-11-20,"Temperature, Water",13.5
TUM441,2019-11-20,Turbidity,0.9
TUM441,2019-12-06,Dissolved Oxygen,10.53
TUM441,2019-12-06,Dissolved Oxygen Saturation,97.3
TUM441,2019-12-06,pH,7.62
TUM441,2019-12-06,Specific Conductance,413.2
TUM441,2019-12-06,"Temperature, Water",11.9
TUM441,2019-12-06,Turbidity,0.56
